"var","prov","zone","year","mean","lci","uci","Description_En","Description_Fr","Prov_En","Prov_Fr"
"ACTIOT","AB",NA,1986,3424,3168,3710,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs","Alberta","Alberta"
"ACTIOT","AB",NA,1985,3587,3313,3877,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs","Alberta","Alberta"
"ACTIOT","AB",NA,1984,4079,3771,4430,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs","Alberta","Alberta"
"ACTIOT","AB",NA,1983,4895,4520,5291,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs","Alberta","Alberta"
"ACTIOT","AB",NA,1982,5303,4882,5732,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs","Alberta","Alberta"
"ACTIOT","AB",NA,1981,5467,5036,5939,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs","Alberta","Alberta"
"ACTIOT","AB",NA,1980,6606,6089,7160,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs","Alberta","Alberta"
"ACTIOT","AB",NA,1979,6477,5989,6984,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs","Alberta","Alberta"
"ACTIOT","AB",NA,1978,6809,6311,7360,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs","Alberta","Alberta"
"ACTIOT","AB",NA,1977,7266,6685,7884,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs","Alberta","Alberta"
"ACTIOT","AB",NA,1976,6762,6147,7414,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs","Alberta","Alberta"
"ACTIWF","AB",NA,2021,15570,14998,16129,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Alberta","Alberta"
"ACTIWF","AB",NA,2020,15261,14743,15771,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Alberta","Alberta"
"ACTIWF","AB",NA,2019,17626,17122,18116,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Alberta","Alberta"
"ACTIWF","AB",NA,2018,17592,17079,18103,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Alberta","Alberta"
"ACTIWF","AB",NA,2017,17656,17096,18206,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Alberta","Alberta"
"ACTIWF","AB",NA,2016,18152,17579,18706,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Alberta","Alberta"
"ACTIWF","AB",NA,2015,18133,17546,18706,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Alberta","Alberta"
"ACTIWF","AB",NA,2014,16903,16366,17419,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Alberta","Alberta"
"ACTIWF","AB",NA,2013,16055,15544,16558,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Alberta","Alberta"
"ACTIWF","AB",NA,2012,15412,14929,15882,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Alberta","Alberta"
"ACTIWF","AB",NA,2011,15468,14999,15913,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Alberta","Alberta"
"ACTIWF","AB",NA,2010,14955,14536,15356,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Alberta","Alberta"
"ACTIWF","AB",NA,2009,14425,14052,14799,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Alberta","Alberta"
"ACTIWF","AB",NA,2008,15881,15462,16282,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Alberta","Alberta"
"ACTIWF","AB",NA,2007,15891,15519,16276,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Alberta","Alberta"
"ACTIWF","AB",NA,2006,15568,15214,15912,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Alberta","Alberta"
"ACTIWF","AB",NA,2005,15564,15234,15889,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Alberta","Alberta"
"ACTIWF","AB",NA,2004,15286,14952,15604,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Alberta","Alberta"
"ACTIWF","AB",NA,2003,14995,14690,15287,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Alberta","Alberta"
"ACTIWF","AB",NA,2002,14788,14496,15063,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Alberta","Alberta"
"ACTIWF","AB",NA,2001,16427,16164,16687,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Alberta","Alberta"
"ACTIWF","AB",NA,2000,18235,17944,18528,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Alberta","Alberta"
"ACTIWF","AB",NA,1999,18048,17753,18349,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Alberta","Alberta"
"ACTIWF","AB",NA,1998,18243,17952,18535,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Alberta","Alberta"
"ACTIWF","AB",NA,1997,21463,21106,21798,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Alberta","Alberta"
"ACTIWF","AB",NA,1996,21905,21544,22263,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Alberta","Alberta"
"ACTIWF","AB",NA,1995,20656,20311,21000,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Alberta","Alberta"
"ACTIWF","AB",NA,1994,20992,20652,21343,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Alberta","Alberta"
"ACTIWF","AB",NA,1993,21101,20735,21447,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Alberta","Alberta"
"ACTIWF","AB",NA,1992,22228,21846,22602,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Alberta","Alberta"
"ACTIWF","AB",NA,1991,24793,24344,25246,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Alberta","Alberta"
"ACTIWF","AB",NA,1990,26236,25781,26692,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Alberta","Alberta"
"ACTIWF","AB",NA,1989,27893,27419,28375,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Alberta","Alberta"
"ACTIWF","AB",NA,1988,27544,27014,28048,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Alberta","Alberta"
"ACTIWF","AB",NA,1987,32351,31766,32922,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Alberta","Alberta"
"ACTIWF","AB",NA,1986,35668,35014,36305,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Alberta","Alberta"
"ACTIWF","AB",NA,1985,35714,35075,36397,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Alberta","Alberta"
"ACTIWF","AB",NA,1984,40166,39395,40923,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Alberta","Alberta"
"ACTIWF","AB",NA,1983,47697,46787,48639,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Alberta","Alberta"
"ACTIWF","AB",NA,1982,50807,49756,51806,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Alberta","Alberta"
"ACTIWF","AB",NA,1981,50693,49598,51755,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Alberta","Alberta"
"ACTIWF","AB",NA,1980,62299,61120,63431,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Alberta","Alberta"
"ACTIWF","AB",NA,1979,61424,60330,62519,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Alberta","Alberta"
"ACTIWF","AB",NA,1978,62650,61612,63744,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Alberta","Alberta"
"ACTIWF","AB",NA,1977,67893,66753,69087,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Alberta","Alberta"
"ACTIWF","AB",NA,1976,64223,62914,65460,"Active waterfowl hunters","Chasseurs de sauvagine actifs","Alberta","Alberta"
"COOTK","AB",NA,2021,931,573,1478,"Coot harvest","Prises de foulques","Alberta","Alberta"
"COOTK","AB",NA,2020,976,623,1520,"Coot harvest","Prises de foulques","Alberta","Alberta"
"COOTK","AB",NA,2019,923,595,1400,"Coot harvest","Prises de foulques","Alberta","Alberta"
"COOTK","AB",NA,2018,908,591,1375,"Coot harvest","Prises de foulques","Alberta","Alberta"
"COOTK","AB",NA,2017,944,614,1424,"Coot harvest","Prises de foulques","Alberta","Alberta"
"COOTK","AB",NA,2016,971,634,1460,"Coot harvest","Prises de foulques","Alberta","Alberta"
"COOTK","AB",NA,2015,934,625,1368,"Coot harvest","Prises de foulques","Alberta","Alberta"
"COOTK","AB",NA,2014,870,577,1274,"Coot harvest","Prises de foulques","Alberta","Alberta"
"COOTK","AB",NA,2013,810,546,1163,"Coot harvest","Prises de foulques","Alberta","Alberta"
"COOTK","AB",NA,2012,805,543,1175,"Coot harvest","Prises de foulques","Alberta","Alberta"
"COOTK","AB",NA,2011,755,514,1064,"Coot harvest","Prises de foulques","Alberta","Alberta"
"COOTK","AB",NA,2010,721,481,1053,"Coot harvest","Prises de foulques","Alberta","Alberta"
"COOTK","AB",NA,2009,679,459,965,"Coot harvest","Prises de foulques","Alberta","Alberta"
"COOTK","AB",NA,2008,722,490,1012,"Coot harvest","Prises de foulques","Alberta","Alberta"
"COOTK","AB",NA,2007,697,486,976,"Coot harvest","Prises de foulques","Alberta","Alberta"
"COOTK","AB",NA,2006,644,443,911,"Coot harvest","Prises de foulques","Alberta","Alberta"
"COOTK","AB",NA,2005,602,417,855,"Coot harvest","Prises de foulques","Alberta","Alberta"
"COOTK","AB",NA,2004,580,400,812,"Coot harvest","Prises de foulques","Alberta","Alberta"
"COOTK","AB",NA,2003,539,375,743,"Coot harvest","Prises de foulques","Alberta","Alberta"
"COOTK","AB",NA,2002,521,362,718,"Coot harvest","Prises de foulques","Alberta","Alberta"
"COOTK","AB",NA,2001,587,409,793,"Coot harvest","Prises de foulques","Alberta","Alberta"
"COOTK","AB",NA,2000,683,490,907,"Coot harvest","Prises de foulques","Alberta","Alberta"
"COOTK","AB",NA,1999,745,548,991,"Coot harvest","Prises de foulques","Alberta","Alberta"
"COOTK","AB",NA,1998,811,605,1061,"Coot harvest","Prises de foulques","Alberta","Alberta"
"COOTK","AB",NA,1997,1049,792,1375,"Coot harvest","Prises de foulques","Alberta","Alberta"
"COOTK","AB",NA,1996,1192,894,1574,"Coot harvest","Prises de foulques","Alberta","Alberta"
"COOTK","AB",NA,1995,1111,837,1468,"Coot harvest","Prises de foulques","Alberta","Alberta"
"COOTK","AB",NA,1994,1198,906,1560,"Coot harvest","Prises de foulques","Alberta","Alberta"
"COOTK","AB",NA,1993,1215,889,1603,"Coot harvest","Prises de foulques","Alberta","Alberta"
"COOTK","AB",NA,1992,1240,890,1661,"Coot harvest","Prises de foulques","Alberta","Alberta"
"COOTK","AB",NA,1991,1456,1055,1939,"Coot harvest","Prises de foulques","Alberta","Alberta"
"COOTK","AB",NA,1990,1478,1026,1980,"Coot harvest","Prises de foulques","Alberta","Alberta"
"COOTK","AB",NA,1989,1520,1036,2058,"Coot harvest","Prises de foulques","Alberta","Alberta"
"COOTK","AB",NA,1988,1569,1099,2123,"Coot harvest","Prises de foulques","Alberta","Alberta"
"COOTK","AB",NA,1987,2302,1661,3079,"Coot harvest","Prises de foulques","Alberta","Alberta"
"COOTK","AB",NA,1986,2840,2095,3749,"Coot harvest","Prises de foulques","Alberta","Alberta"
"COOTK","AB",NA,1985,3294,2481,4441,"Coot harvest","Prises de foulques","Alberta","Alberta"
"COOTK","AB",NA,1984,4006,2987,5423,"Coot harvest","Prises de foulques","Alberta","Alberta"
"COOTK","AB",NA,1983,4764,3602,6245,"Coot harvest","Prises de foulques","Alberta","Alberta"
"COOTK","AB",NA,1982,5161,3920,6885,"Coot harvest","Prises de foulques","Alberta","Alberta"
"COOTK","AB",NA,1981,5581,4197,7462,"Coot harvest","Prises de foulques","Alberta","Alberta"
"COOTK","AB",NA,1980,6968,5255,9243,"Coot harvest","Prises de foulques","Alberta","Alberta"
"COOTK","AB",NA,1979,6746,5141,8989,"Coot harvest","Prises de foulques","Alberta","Alberta"
"COOTK","AB",NA,1978,7079,5448,9217,"Coot harvest","Prises de foulques","Alberta","Alberta"
"COOTK","AB",NA,1977,7953,6052,10597,"Coot harvest","Prises de foulques","Alberta","Alberta"
"COOTK","AB",NA,1976,7398,5563,9944,"Coot harvest","Prises de foulques","Alberta","Alberta"
"CRANK","AB",NA,2021,216,22,844,"Crane harvest","Prises de grues","Alberta","Alberta"
"CRANK","AB",NA,2020,223,23,887,"Crane harvest","Prises de grues","Alberta","Alberta"
"CRANK","AB",NA,2019,0,0,0,"Crane harvest","Prises de grues","Alberta","Alberta"
"CRANK","AB",NA,2018,0,0,0,"Crane harvest","Prises de grues","Alberta","Alberta"
"CRANK","AB",NA,2017,0,0,0,"Crane harvest","Prises de grues","Alberta","Alberta"
"CRANK","AB",NA,2016,0,0,0,"Crane harvest","Prises de grues","Alberta","Alberta"
"CRANK","AB",NA,2015,0,0,0,"Crane harvest","Prises de grues","Alberta","Alberta"
"CRANK","AB",NA,2014,0,0,0,"Crane harvest","Prises de grues","Alberta","Alberta"
"CRANK","AB",NA,2013,0,0,0,"Crane harvest","Prises de grues","Alberta","Alberta"
"CRANK","AB",NA,2012,0,0,0,"Crane harvest","Prises de grues","Alberta","Alberta"
"CRANK","AB",NA,2011,0,0,0,"Crane harvest","Prises de grues","Alberta","Alberta"
"CRANK","AB",NA,2010,0,0,0,"Crane harvest","Prises de grues","Alberta","Alberta"
"CRANK","AB",NA,2009,0,0,0,"Crane harvest","Prises de grues","Alberta","Alberta"
"CRANK","AB",NA,2008,0,0,0,"Crane harvest","Prises de grues","Alberta","Alberta"
"CRANK","AB",NA,2007,0,0,0,"Crane harvest","Prises de grues","Alberta","Alberta"
"CRANK","AB",NA,2006,0,0,0,"Crane harvest","Prises de grues","Alberta","Alberta"
"CRANK","AB",NA,2005,0,0,0,"Crane harvest","Prises de grues","Alberta","Alberta"
"CRANK","AB",NA,2004,0,0,0,"Crane harvest","Prises de grues","Alberta","Alberta"
"CRANK","AB",NA,2003,0,0,0,"Crane harvest","Prises de grues","Alberta","Alberta"
"CRANK","AB",NA,2002,0,0,0,"Crane harvest","Prises de grues","Alberta","Alberta"
"CRANK","AB",NA,2001,0,0,0,"Crane harvest","Prises de grues","Alberta","Alberta"
"CRANK","AB",NA,2000,0,0,0,"Crane harvest","Prises de grues","Alberta","Alberta"
"CRANK","AB",NA,1999,0,0,0,"Crane harvest","Prises de grues","Alberta","Alberta"
"CRANK","AB",NA,1998,0,0,0,"Crane harvest","Prises de grues","Alberta","Alberta"
"CRANK","AB",NA,1997,0,0,0,"Crane harvest","Prises de grues","Alberta","Alberta"
"CRANK","AB",NA,1996,0,0,0,"Crane harvest","Prises de grues","Alberta","Alberta"
"CRANK","AB",NA,1995,0,0,0,"Crane harvest","Prises de grues","Alberta","Alberta"
"CRANK","AB",NA,1994,0,0,0,"Crane harvest","Prises de grues","Alberta","Alberta"
"CRANK","AB",NA,1993,0,0,0,"Crane harvest","Prises de grues","Alberta","Alberta"
"CRANK","AB",NA,1992,0,0,0,"Crane harvest","Prises de grues","Alberta","Alberta"
"CRANK","AB",NA,1991,0,0,0,"Crane harvest","Prises de grues","Alberta","Alberta"
"CRANK","AB",NA,1990,0,0,0,"Crane harvest","Prises de grues","Alberta","Alberta"
"CRANK","AB",NA,1989,0,0,0,"Crane harvest","Prises de grues","Alberta","Alberta"
"CRANK","AB",NA,1988,0,0,0,"Crane harvest","Prises de grues","Alberta","Alberta"
"CRANK","AB",NA,1987,0,0,0,"Crane harvest","Prises de grues","Alberta","Alberta"
"CRANK","AB",NA,1986,0,0,0,"Crane harvest","Prises de grues","Alberta","Alberta"
"CRANK","AB",NA,1985,0,0,0,"Crane harvest","Prises de grues","Alberta","Alberta"
"CRANK","AB",NA,1984,0,0,0,"Crane harvest","Prises de grues","Alberta","Alberta"
"CRANK","AB",NA,1983,0,0,0,"Crane harvest","Prises de grues","Alberta","Alberta"
"CRANK","AB",NA,1982,0,0,0,"Crane harvest","Prises de grues","Alberta","Alberta"
"CRANK","AB",NA,1981,0,0,0,"Crane harvest","Prises de grues","Alberta","Alberta"
"CRANK","AB",NA,1980,0,0,0,"Crane harvest","Prises de grues","Alberta","Alberta"
"CRANK","AB",NA,1979,0,0,0,"Crane harvest","Prises de grues","Alberta","Alberta"
"CRANK","AB",NA,1978,0,0,0,"Crane harvest","Prises de grues","Alberta","Alberta"
"CRANK","AB",NA,1977,0,0,0,"Crane harvest","Prises de grues","Alberta","Alberta"
"CRANK","AB",NA,1976,0,0,0,"Crane harvest","Prises de grues","Alberta","Alberta"
"DAYOT","AB",NA,2021,4744,3696,6038,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Alberta","Alberta"
"DAYOT","AB",NA,2020,4895,3873,6112,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Alberta","Alberta"
"DAYOT","AB",NA,2019,4699,3769,5794,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Alberta","Alberta"
"DAYOT","AB",NA,2018,4620,3713,5710,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Alberta","Alberta"
"DAYOT","AB",NA,2017,4831,3884,5922,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Alberta","Alberta"
"DAYOT","AB",NA,2016,5091,4090,6341,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Alberta","Alberta"
"DAYOT","AB",NA,2015,5011,4057,6137,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Alberta","Alberta"
"DAYOT","AB",NA,2014,4774,3894,5877,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Alberta","Alberta"
"DAYOT","AB",NA,2013,4523,3725,5441,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Alberta","Alberta"
"DAYOT","AB",NA,2012,4470,3680,5364,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Alberta","Alberta"
"DAYOT","AB",NA,2011,4340,3571,5233,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Alberta","Alberta"
"DAYOT","AB",NA,2010,4284,3558,5155,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Alberta","Alberta"
"DAYOT","AB",NA,2009,4159,3456,4993,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Alberta","Alberta"
"DAYOT","AB",NA,2008,4438,3676,5303,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Alberta","Alberta"
"DAYOT","AB",NA,2007,4259,3562,5103,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Alberta","Alberta"
"DAYOT","AB",NA,2006,3973,3321,4740,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Alberta","Alberta"
"DAYOT","AB",NA,2005,3747,3148,4435,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Alberta","Alberta"
"DAYOT","AB",NA,2004,3687,3091,4315,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Alberta","Alberta"
"DAYOT","AB",NA,2003,3648,3075,4264,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Alberta","Alberta"
"DAYOT","AB",NA,2002,3623,3060,4241,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Alberta","Alberta"
"DAYOT","AB",NA,2001,4150,3509,4807,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Alberta","Alberta"
"DAYOT","AB",NA,2000,4778,4151,5475,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Alberta","Alberta"
"DAYOT","AB",NA,1999,5130,4437,6028,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Alberta","Alberta"
"DAYOT","AB",NA,1998,5481,4742,6311,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Alberta","Alberta"
"DAYOT","AB",NA,1997,6896,5971,7912,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Alberta","Alberta"
"DAYOT","AB",NA,1996,7662,6702,8902,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Alberta","Alberta"
"DAYOT","AB",NA,1995,7234,6331,8194,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Alberta","Alberta"
"DAYOT","AB",NA,1994,7963,7051,8954,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Alberta","Alberta"
"DAYOT","AB",NA,1993,8399,7419,9544,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Alberta","Alberta"
"DAYOT","AB",NA,1992,8772,7697,9937,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Alberta","Alberta"
"DAYOT","AB",NA,1991,10532,9326,11969,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Alberta","Alberta"
"DAYOT","AB",NA,1990,10705,9401,12089,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Alberta","Alberta"
"DAYOT","AB",NA,1989,10954,9640,12382,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Alberta","Alberta"
"DAYOT","AB",NA,1988,10767,9233,12321,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Alberta","Alberta"
"DAYOT","AB",NA,1987,14514,12774,16704,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Alberta","Alberta"
"DAYOT","AB",NA,1986,17031,15117,19409,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Alberta","Alberta"
"DAYOT","AB",NA,1985,17981,15888,20456,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Alberta","Alberta"
"DAYOT","AB",NA,1984,20396,17968,23167,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Alberta","Alberta"
"DAYOT","AB",NA,1983,24552,21596,27893,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Alberta","Alberta"
"DAYOT","AB",NA,1982,26323,22939,29745,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Alberta","Alberta"
"DAYOT","AB",NA,1981,27122,23722,31155,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Alberta","Alberta"
"DAYOT","AB",NA,1980,32272,28426,36588,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Alberta","Alberta"
"DAYOT","AB",NA,1979,30467,26676,34638,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Alberta","Alberta"
"DAYOT","AB",NA,1978,31934,28091,36122,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Alberta","Alberta"
"DAYOT","AB",NA,1977,35337,31077,40382,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Alberta","Alberta"
"DAYOT","AB",NA,1976,31651,27872,35682,"Non-waterfowl hunting days","Jours de chasse d'oiseaux autres que la sauvagine","Alberta","Alberta"
"DAYWF","AB",NA,2021,71401,66695,75942,"Waterfowl hunting days","Jours de chasse de sauvagine","Alberta","Alberta"
"DAYWF","AB",NA,2020,71054,66630,75544,"Waterfowl hunting days","Jours de chasse de sauvagine","Alberta","Alberta"
"DAYWF","AB",NA,2019,81182,76833,85677,"Waterfowl hunting days","Jours de chasse de sauvagine","Alberta","Alberta"
"DAYWF","AB",NA,2018,84341,79611,89086,"Waterfowl hunting days","Jours de chasse de sauvagine","Alberta","Alberta"
"DAYWF","AB",NA,2017,86842,82163,91892,"Waterfowl hunting days","Jours de chasse de sauvagine","Alberta","Alberta"
"DAYWF","AB",NA,2016,89071,84062,94089,"Waterfowl hunting days","Jours de chasse de sauvagine","Alberta","Alberta"
"DAYWF","AB",NA,2015,90776,85687,95978,"Waterfowl hunting days","Jours de chasse de sauvagine","Alberta","Alberta"
"DAYWF","AB",NA,2014,84517,80066,89238,"Waterfowl hunting days","Jours de chasse de sauvagine","Alberta","Alberta"
"DAYWF","AB",NA,2013,80164,75794,84777,"Waterfowl hunting days","Jours de chasse de sauvagine","Alberta","Alberta"
"DAYWF","AB",NA,2012,77377,73112,81551,"Waterfowl hunting days","Jours de chasse de sauvagine","Alberta","Alberta"
"DAYWF","AB",NA,2011,78056,74082,82111,"Waterfowl hunting days","Jours de chasse de sauvagine","Alberta","Alberta"
"DAYWF","AB",NA,2010,75989,72366,79860,"Waterfowl hunting days","Jours de chasse de sauvagine","Alberta","Alberta"
"DAYWF","AB",NA,2009,73268,69775,76940,"Waterfowl hunting days","Jours de chasse de sauvagine","Alberta","Alberta"
"DAYWF","AB",NA,2008,82488,78448,86650,"Waterfowl hunting days","Jours de chasse de sauvagine","Alberta","Alberta"
"DAYWF","AB",NA,2007,79809,76231,83479,"Waterfowl hunting days","Jours de chasse de sauvagine","Alberta","Alberta"
"DAYWF","AB",NA,2006,77563,74008,81211,"Waterfowl hunting days","Jours de chasse de sauvagine","Alberta","Alberta"
"DAYWF","AB",NA,2005,77330,73704,80867,"Waterfowl hunting days","Jours de chasse de sauvagine","Alberta","Alberta"
"DAYWF","AB",NA,2004,77325,73841,80781,"Waterfowl hunting days","Jours de chasse de sauvagine","Alberta","Alberta"
"DAYWF","AB",NA,2003,76408,73063,79684,"Waterfowl hunting days","Jours de chasse de sauvagine","Alberta","Alberta"
"DAYWF","AB",NA,2002,78068,74903,81344,"Waterfowl hunting days","Jours de chasse de sauvagine","Alberta","Alberta"
"DAYWF","AB",NA,2001,88915,85860,92078,"Waterfowl hunting days","Jours de chasse de sauvagine","Alberta","Alberta"
"DAYWF","AB",NA,2000,100797,97306,104281,"Waterfowl hunting days","Jours de chasse de sauvagine","Alberta","Alberta"
"DAYWF","AB",NA,1999,103707,100222,107369,"Waterfowl hunting days","Jours de chasse de sauvagine","Alberta","Alberta"
"DAYWF","AB",NA,1998,107639,103893,111427,"Waterfowl hunting days","Jours de chasse de sauvagine","Alberta","Alberta"
"DAYWF","AB",NA,1997,125988,121680,130511,"Waterfowl hunting days","Jours de chasse de sauvagine","Alberta","Alberta"
"DAYWF","AB",NA,1996,125561,121524,129681,"Waterfowl hunting days","Jours de chasse de sauvagine","Alberta","Alberta"
"DAYWF","AB",NA,1995,117705,113769,121819,"Waterfowl hunting days","Jours de chasse de sauvagine","Alberta","Alberta"
"DAYWF","AB",NA,1994,120935,116985,125147,"Waterfowl hunting days","Jours de chasse de sauvagine","Alberta","Alberta"
"DAYWF","AB",NA,1993,119433,115194,123448,"Waterfowl hunting days","Jours de chasse de sauvagine","Alberta","Alberta"
"DAYWF","AB",NA,1992,127962,123532,132464,"Waterfowl hunting days","Jours de chasse de sauvagine","Alberta","Alberta"
"DAYWF","AB",NA,1991,144326,139354,149534,"Waterfowl hunting days","Jours de chasse de sauvagine","Alberta","Alberta"
"DAYWF","AB",NA,1990,156999,151835,162388,"Waterfowl hunting days","Jours de chasse de sauvagine","Alberta","Alberta"
"DAYWF","AB",NA,1989,171313,165480,177461,"Waterfowl hunting days","Jours de chasse de sauvagine","Alberta","Alberta"
"DAYWF","AB",NA,1988,169335,163401,175263,"Waterfowl hunting days","Jours de chasse de sauvagine","Alberta","Alberta"
"DAYWF","AB",NA,1987,202207,194804,209787,"Waterfowl hunting days","Jours de chasse de sauvagine","Alberta","Alberta"
"DAYWF","AB",NA,1986,217131,209139,225223,"Waterfowl hunting days","Jours de chasse de sauvagine","Alberta","Alberta"
