"var","year","mean","lci","uci","prov","zone","Description_En","Description_Fr"
"ACTIOT",1990,517,440,599,"BC",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1991,525,450,608,"BC",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1992,456,390,532,"BC",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1993,419,358,489,"BC",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1994,365,312,431,"BC",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1995,300,252,355,"BC",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1996,277,230,327,"BC",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1997,255,208,303,"BC",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1998,251,205,299,"BC",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1999,238,197,283,"BC",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2000,237,198,279,"BC",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2001,221,185,261,"BC",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2002,210,177,247,"BC",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2003,187,157,221,"BC",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2004,177,147,208,"BC",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2005,163,135,193,"BC",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2006,163,137,195,"BC",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2007,171,143,203,"BC",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2008,175,147,207,"BC",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2009,182,152,215,"BC",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2010,185,155,222,"BC",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2011,167,137,201,"BC",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2012,188,153,227,"BC",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2013,196,158,238,"BC",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2014,192,154,235,"BC",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2015,204,163,251,"BC",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2016,189,150,236,"BC",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2017,186,148,236,"BC",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2018,191,149,244,"BC",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2019,198,150,261,"BC",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1976,3696,3254,4161,"MB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1977,3547,3181,3958,"MB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1978,4078,3636,4627,"MB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1979,3347,2887,3795,"MB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1980,3362,2984,3770,"MB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1981,3406,3042,3830,"MB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1982,3263,2884,3633,"MB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1983,2749,2394,3098,"MB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1984,2431,2133,2739,"MB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1985,2300,2035,2605,"MB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1986,2515,2223,2849,"MB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1987,2221,1953,2497,"MB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1988,1707,1476,1917,"MB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1989,1774,1574,2019,"MB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1990,1713,1522,1919,"MB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1991,1861,1663,2082,"MB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1992,1607,1436,1799,"MB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1993,1458,1297,1630,"MB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1994,1390,1230,1568,"MB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1995,1401,1240,1579,"MB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1996,1369,1210,1540,"MB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1997,1213,1058,1367,"MB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1998,1227,1088,1376,"MB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1999,1148,1014,1284,"MB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2000,1066,939,1196,"MB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2001,1050,926,1176,"MB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2002,1081,954,1218,"MB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2003,1111,969,1267,"MB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2004,1051,918,1190,"MB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2005,1103,962,1258,"MB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2006,1178,1026,1350,"MB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2007,1158,1002,1330,"MB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2008,1081,935,1236,"MB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2009,938,798,1079,"MB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2010,916,758,1061,"MB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2011,928,795,1074,"MB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2012,938,800,1082,"MB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2013,949,805,1095,"MB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2014,963,829,1115,"MB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2015,987,837,1146,"MB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2016,985,840,1144,"MB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2017,738,629,856,"MB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2018,810,690,948,"MB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2019,685,570,809,"MB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1976,1277,1070,1502,"MB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1977,1245,1048,1448,"MB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1978,1402,1222,1587,"MB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1979,1471,1296,1680,"MB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1980,1597,1381,1851,"MB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1981,1341,1159,1535,"MB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1982,1254,1081,1438,"MB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1983,1168,991,1356,"MB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1984,1082,915,1265,"MB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1985,966,815,1132,"MB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1986,1006,834,1173,"MB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1987,825,690,967,"MB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1988,782,658,909,"MB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1989,841,710,971,"MB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1990,821,707,960,"MB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1991,587,502,694,"MB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1992,641,543,762,"MB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1993,591,508,686,"MB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1994,554,474,643,"MB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1995,504,435,587,"MB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1996,538,460,629,"MB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1997,474,403,549,"MB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1998,434,370,506,"MB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1999,373,317,437,"MB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2000,333,279,392,"MB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2001,276,230,327,"MB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2002,232,189,277,"MB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2003,224,180,271,"MB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2004,241,194,291,"MB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2005,211,168,258,"MB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2006,217,172,265,"MB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2007,285,228,352,"MB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2008,232,187,284,"MB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2009,239,189,296,"MB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2010,192,149,239,"MB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2011,177,139,219,"MB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2012,171,134,212,"MB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2013,216,169,266,"MB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2014,159,124,198,"MB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2015,214,167,262,"MB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2016,204,163,252,"MB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2017,141,111,174,"MB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2018,138,107,176,"MB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2019,131,98,173,"MB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1976,1860,1705,2034,"NB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1977,1939,1806,2087,"NB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1978,1982,1852,2124,"NB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1979,1711,1593,1828,"NB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1980,1663,1554,1785,"NB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1981,1564,1453,1676,"NB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1982,1632,1507,1758,"NB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1983,1521,1390,1654,"NB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1984,1518,1392,1652,"NB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1985,1360,1246,1490,"NB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1986,1416,1292,1547,"NB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1987,1278,1167,1391,"NB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1988,1382,1265,1500,"NB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1989,1308,1204,1433,"NB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1990,1329,1224,1460,"NB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1991,1248,1143,1372,"NB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1992,1214,1116,1333,"NB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1993,1218,1121,1343,"NB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1994,1327,1221,1448,"NB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1995,1175,1081,1286,"NB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1996,1171,1080,1278,"NB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1997,1035,949,1127,"NB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1998,976,890,1061,"NB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1999,909,826,990,"NB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2000,853,778,930,"NB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2001,796,731,865,"NB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2002,803,742,875,"NB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2003,840,777,902,"NB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2004,713,654,771,"NB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2005,733,674,795,"NB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2006,681,623,739,"NB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2007,711,652,774,"NB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2008,694,633,757,"NB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2009,709,646,773,"NB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2010,653,592,714,"NB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2011,711,644,779,"NB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2012,717,647,789,"NB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2013,764,686,846,"NB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2014,709,632,789,"NB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2015,671,593,746,"NB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2016,675,596,752,"NB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2017,587,513,664,"NB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2018,579,501,656,"NB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2019,559,471,644,"NB",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1976,877,784,987,"NB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1977,856,776,945,"NB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1978,906,824,989,"NB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1979,847,777,915,"NB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1980,769,709,833,"NB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1981,800,735,878,"NB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1982,771,703,848,"NB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1983,793,715,893,"NB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1984,745,667,854,"NB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1985,635,569,724,"NB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1986,674,600,755,"NB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1987,611,542,689,"NB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1988,674,590,759,"NB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1989,663,578,744,"NB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1990,665,586,744,"NB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1991,685,599,772,"NB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1992,660,589,740,"NB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1993,643,576,717,"NB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1994,635,566,708,"NB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1995,633,567,701,"NB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1996,596,535,665,"NB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1997,522,467,591,"NB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1998,451,403,518,"NB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1999,460,410,527,"NB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2000,434,386,485,"NB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2001,406,363,447,"NB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2002,408,367,444,"NB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2003,440,398,480,"NB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2004,353,316,389,"NB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2005,388,346,426,"NB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2006,351,312,387,"NB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2007,360,322,394,"NB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2008,342,300,381,"NB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2009,348,305,388,"NB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2010,304,262,341,"NB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2011,295,254,333,"NB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2012,338,294,380,"NB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2013,317,272,368,"NB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2014,288,247,338,"NB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2015,292,251,338,"NB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2016,285,243,331,"NB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2017,299,258,343,"NB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2018,266,225,309,"NB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",2019,273,227,319,"NB",2,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1976,2583,2323,2858,"NS",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1977,2739,2494,2993,"NS",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1978,2651,2417,2895,"NS",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1979,2179,1942,2404,"NS",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1980,2458,2251,2674,"NS",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1981,2304,2090,2529,"NS",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1982,2096,1869,2323,"NS",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
"ACTIOT",1983,2225,2003,2465,"NS",1,"Active non-waterfowl hunters","Chasseurs d'oiseaux autres que la sauvagine actifs"
